,Name,Yrs_College,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,SOS
0,Dan Langhi,4,Vanderbilt,SEC,30,34.4,7.4,15.5,.477,5.5,10.7,.511,1.9,4.8,.403,5.4,6.2,.871,6.0,0.8,0.4,0.3,1.8,1.9,22.1,7.54
0,A.J. Guyton,4,Indiana,Big Ten,29,34.3,7.0,15.3,.459,4.6,9.4,.485,2.5,5.9,.419,3.1,3.9,.789,3.1,2.3,1.0,0.4,2.4,0.9,19.7,10.22
0,Jake Voskuhl,4,UConn,Big East,34,22.9,3.2,5.6,.571,3.2,5.6,.571,0.0,0.0,,2.1,3.1,.683,6.4,1.1,0.5,1.4,1.8,2.7,8.5,7.58
0,Khalid El-Amin,3,UConn,Big East,35,31.9,5.6,13.6,.411,3.8,8.5,.443,1.8,5.1,.356,3.1,3.4,.892,3.1,5.2,1.7,0.1,2.7,2.1,16.0,7.58
0,Mike Smith,2,Louisiana-Monroe,Southland,28,36.1,6.7,15.8,.424,4.0,7.8,.511,2.7,7.9,.338,4.0,5.0,.801,9.4,3.4,1.5,0.9,4.3,2.0,20.1,-5.85
0,Eddie House,4,Arizona State,Pac-10,32,37.2,8.2,19.5,.422,5.9,13.2,.449,2.3,6.3,.365,4.3,5.1,.835,5.5,3.5,2.3,0.1,2.3,2.1,23.0,8.75
0,Eduardo Najera,4,Oklahoma,Big 12,34,34.2,6.9,15.1,.455,6.4,12.7,.500,0.5,2.4,.220,4.1,5.9,.688,9.2,2.1,1.7,0.7,2.4,2.9,18.4,6.63
0,Lavor Postell,4,St. John's (NY),Big East,33,35.0,5.2,12.1,.428,4.4,9.5,.463,0.8,2.6,.294,3.2,4.0,.809,6.9,1.8,0.9,0.6,1.5,2.4,14.3,6.96
0,Hanno Mottola,4,Utah,MWC,21,27.6,5.5,11.1,.498,4.5,8.2,.549,1.0,2.9,.350,5.0,6.0,.827,4.8,1.7,0.2,0.6,3.0,3.2,17.0,4.36
0,Michael Redd,3,Ohio State,Big Ten,30,33.5,6.6,15.1,.436,5.4,11.5,.474,1.1,3.6,.315,3.0,3.9,.776,6.5,2.1,1.2,0.2,2.1,1.9,17.3,6.55
0,Brian Cardinal,4,Purdue,Big Ten,32,29.5,4.3,10.4,.411,3.0,6.5,.455,1.3,3.9,.339,4.1,5.3,.769,6.3,2.2,2.0,0.3,2.3,2.7,13.9,9.56
0,Jabari Smith,2,LSU,SEC,34,28.5,4.6,8.3,.553,4.2,7.3,.579,0.4,1.0,.371,2.9,4.9,.595,7.0,2.2,0.7,1.0,2.6,2.5,12.5,5.78
0,Jason Hart,4,Syracuse,Big East,32,33.8,3.9,9.5,.411,2.7,5.9,.460,1.2,3.6,.330,2.9,4.0,.734,3.0,6.5,1.8,0.1,3.5,2.4,11.9,6.20
0,Kaniel Dickens,2,Idaho,Big West,29,27.4,4.1,8.4,.486,3.6,7.2,.502,0.4,1.2,.382,3.5,5.5,.638,6.6,0.9,0.9,0.9,2.2,3.3,12.1,1.53
0,Dan McClintock,4,Northern Arizona,Big Sky,31,24.3,6.1,10.3,.597,6.1,10.3,.597,0.0,0.0,,3.3,4.9,.682,6.5,1.2,0.4,2.3,1.8,2.8,15.6,1.37
0,Chris Porter,2,Auburn,SEC,26,29.0,5.4,11.7,.464,5.3,11.0,.477,0.2,0.7,.235,3.6,5.3,.676,7.3,1.2,2.0,0.3,2.1,2.7,14.6,8.20
